Gene	MappedGene	Source
Soltu.DM.01G006160	DM8.2_chr01G05530	synteny
Soltu.DM.01G006180	-	-
Soltu.DM.01G006190	DM8.2_chr01G05550	synteny
Soltu.DM.01G006200	DM8.2_chr01G05560	synteny
Soltu.DM.01G006210	DM8.2_chr01G05570	synteny
Soltu.DM.01G006220	DM8.2_chr01G05580	synteny
Soltu.DM.01G006230	DM8.2_chr01G05590	synteny
Soltu.DM.01G006240	DM8.2_chr01G05600	synteny
Soltu.DM.01G006250	DM8.2_chr01G05610	synteny
Soltu.DM.01G006260	DM8.2_chr01G05630	synteny
Soltu.DM.01G006270	DM8.2_chr01G05640	synteny
Soltu.DM.01G006290	-	-
Soltu.DM.01G006300	DM8.2_chr01G05650	synteny
Soltu.DM.01G006310	DM8.2_chr01G05660	synteny
Soltu.DM.01G006320	DM8.2_chr01G05670	synteny
Soltu.DM.01G006330	DM8.2_chr01G05680	synteny
Soltu.DM.01G006340	-	-
Soltu.DM.01G006350	DM8.2_chr01G05700	synteny
Soltu.DM.01G006360	-	-
Soltu.DM.01G006380	DM8.2_chr01G05710	synteny
Soltu.DM.01G006390	DM8.2_chr01G05730	synteny
Soltu.DM.01G006400	DM8.2_chr01G05740	synteny
Soltu.DM.01G006410	DM8.2_chr01G05750	synteny
Soltu.DM.01G006420	DM8.2_chr01G05760	synteny
Soltu.DM.01G006440	DM8.2_chr01G05780	synteny
Soltu.DM.01G006450	-	-
Soltu.DM.01G006460	DM8.2_chr01G05810	synteny
Soltu.DM.01G006470	-	-
Soltu.DM.01G006480	DM8.2_chr01G05830	synteny
Soltu.DM.01G006490	DM8.2_chr01G05840	synteny
Soltu.DM.01G006500	-	-
Soltu.DM.01G006510	DM8.2_chr01G05860	synteny
Soltu.DM.01G006520	-	-
Soltu.DM.01G006530	-	-
Soltu.DM.01G006540	DM8.2_chr01G05870	synteny
Soltu.DM.01G006550	DM8.2_chr01G05880	synteny
Soltu.DM.01G006560	-	-
Soltu.DM.01G006570	DM8.2_chr01G05910	synteny
Soltu.DM.01G006580	-	-
Soltu.DM.01G006590	-	-
Soltu.DM.01G006600	-	-
Soltu.DM.01G006610	-	-
Soltu.DM.01G006620	-	-
Soltu.DM.01G006630	-	-
Soltu.DM.01G006640	-	-
Soltu.DM.01G006650	DM8.2_chr01G05940	synteny
Soltu.DM.01G006670	DM8.2_chr01G05950	synteny
Soltu.DM.01G006680	-	-
Soltu.DM.01G006700	-	-
Soltu.DM.01G006710	-	-
Soltu.DM.01G006740	DM8.2_chr01G05990	synteny
Soltu.DM.01G006760	-	-
Soltu.DM.01G006770	DM8.2_chr01G06010	synteny
Soltu.DM.01G006780	DM8.2_chr01G06020	synteny
Soltu.DM.01G006800	DM8.2_chr01G06040	synteny
Soltu.DM.01G006820	DM8.2_chr01G06060	synteny
Soltu.DM.01G006830	DM8.2_chr01G06070	synteny
Soltu.DM.01G006840	-	-
Soltu.DM.01G006850	DM8.2_chr01G06090	synteny
Soltu.DM.01G006860	-	-
Soltu.DM.01G006870	DM8.2_chr01G06100	synteny
Soltu.DM.01G006880	DM8.2_chr01G06110	synteny
Soltu.DM.01G006920	DM8.2_chr01G06120	synteny
Soltu.DM.01G006940	DM8.2_chr01G06140	synteny
Soltu.DM.01G006950	DM8.2_chr01G06150	synteny
Soltu.DM.01G006960	DM8.2_chr01G06160	synteny
Soltu.DM.01G006970	DM8.2_chr01G06170	synteny
Soltu.DM.01G006980	DM8.2_chr01G06180	synteny
Soltu.DM.01G006990	-	-
Soltu.DM.01G007010	-	-
Soltu.DM.01G007020	DM8.2_chr01G06200	synteny
Soltu.DM.01G007030	-	-
Soltu.DM.01G007050	DM8.2_chr01G06230	synteny
Soltu.DM.01G007060	-	-
Soltu.DM.01G007070	DM8.2_chr01G06250	synteny
Soltu.DM.01G007080	-	-
Soltu.DM.01G007090	DM8.2_chr01G06260	synteny
Soltu.DM.01G007100	-	-
Soltu.DM.01G007110	DM8.2_chr01G06280	synteny
Soltu.DM.01G007120	DM8.2_chr01G06290	synteny
Soltu.DM.01G007140	DM8.2_chr01G06300	synteny
Soltu.DM.01G007150	DM8.2_chr01G06310	synteny
Soltu.DM.01G007160	-	-
Soltu.DM.01G007170	DM8.2_chr01G06320	synteny
Soltu.DM.01G007180	DM8.2_chr01G06330	synteny
Soltu.DM.01G007190	DM8.2_chr01G06340	synteny
Soltu.DM.01G007200	DM8.2_chr01G06350	synteny
Soltu.DM.01G007210	-	-
Soltu.DM.01G007220	-	-
Soltu.DM.01G007230	DM8.2_chr01G06370	synteny
Soltu.DM.01G007240	DM8.2_chr01G06380	synteny
Soltu.DM.01G007250	DM8.2_chr01G06390	synteny
Soltu.DM.01G007260	DM8.2_chr01G06400	synteny
Soltu.DM.01G007270	DM8.2_chr01G06410	synteny
Soltu.DM.01G007280	DM8.2_chr01G06420	synteny
Soltu.DM.01G007330	-	-
Soltu.DM.01G007350	DM8.2_chr01G06470	synteny
Soltu.DM.01G007370	-	-
Soltu.DM.01G007380	-	-
Soltu.DM.01G007390	DM8.2_chr01G06490	synteny
Soltu.DM.01G007400	-	-
Soltu.DM.01G007410	DM8.2_chr01G06500	synteny
Soltu.DM.01G007420	DM8.2_chr01G06520	synteny
Soltu.DM.01G007450	-	-
Soltu.DM.01G007470	DM8.2_chr01G06580	synteny
Soltu.DM.01G007490	DM8.2_chr01G06610	synteny
Soltu.DM.01G007500	DM8.2_chr01G06620	synteny
Soltu.DM.01G007520	DM8.2_chr01G06640	synteny
Soltu.DM.01G007530	DM8.2_chr01G06650	synteny
Soltu.DM.01G007550	DM8.2_chr01G06670	synteny
Soltu.DM.01G007570	-	-
Soltu.DM.01G007580	-	-
Soltu.DM.01G007590	DM8.2_chr01G06700	synteny
Soltu.DM.01G007600	DM8.2_chr01G06710	synteny
Soltu.DM.01G007610	DM8.2_chr01G06720	synteny
Soltu.DM.01G007620	DM8.2_chr01G06730	synteny
Soltu.DM.01G007630	DM8.2_chr01G06740	synteny
Soltu.DM.01G007640	-	-
Soltu.DM.01G007650	-	-
Soltu.DM.01G007660	DM8.2_chr01G06770	synteny
Soltu.DM.01G007680	DM8.2_chr01G06780	synteny
Soltu.DM.01G007690	DM8.2_chr01G06790	synteny
Soltu.DM.01G007700	-	-
Soltu.DM.01G007730	DM8.2_chr01G06800	synteny
Soltu.DM.01G007750	DM8.2_chr01G06820	synteny
Soltu.DM.01G007760	DM8.2_chr01G06830	synteny
Soltu.DM.01G007770	DM8.2_chr01G06840	synteny
Soltu.DM.01G007780	DM8.2_chr01G06860	synteny
Soltu.DM.01G007790	DM8.2_chr01G06850	synteny
Soltu.DM.01G007800	DM8.2_chr01G06870	synteny
Soltu.DM.01G007810	-	-
Soltu.DM.01G007820	-	-
Soltu.DM.01G007830	-	-
Soltu.DM.01G007840	-	-
Soltu.DM.01G007870	-	-
Soltu.DM.01G007880	-	-
Soltu.DM.01G007900	DM8.2_chr01G06900	synteny
Soltu.DM.01G007920	-	-
Soltu.DM.01G007940	DM8.2_chr01G06910	synteny
Soltu.DM.01G007950	-	-
Soltu.DM.01G007970	DM8.2_chr01G07450	synteny
Soltu.DM.01G007980	-	-
Soltu.DM.01G007990	-	-
Soltu.DM.01G008000	-	-
Soltu.DM.01G008010	-	-
Soltu.DM.01G008020	DM8.2_chr01G06920	synteny
Soltu.DM.01G008040	DM8.2_chr01G06950	synteny
Soltu.DM.01G008050	DM8.2_chr01G06960	synteny
Soltu.DM.01G008060	DM8.2_chr01G06970	synteny
Soltu.DM.01G008150	DM8.2_chr01G07050	synteny
Soltu.DM.01G008160	DM8.2_chr01G07070	synteny
Soltu.DM.01G008170	DM8.2_chr01G07080	synteny
Soltu.DM.01G008180	DM8.2_chr01G07090	synteny
Soltu.DM.01G008190	DM8.2_chr01G07100	synteny
Soltu.DM.01G008210	DM8.2_chr01G07120	synteny
Soltu.DM.01G008240	DM8.2_chr01G07170	synteny
Soltu.DM.01G008270	DM8.2_chr01G07190	synteny
Soltu.DM.01G008280	DM8.2_chr01G07200	synteny
Soltu.DM.01G008290	DM8.2_chr01G07210	synteny
Soltu.DM.01G008300	DM8.2_chr01G07230	synteny
Soltu.DM.01G008310	DM8.2_chr01G07240	synteny
Soltu.DM.01G008320	-	-
Soltu.DM.01G008330	DM8.2_chr01G07270	synteny
Soltu.DM.01G008340	DM8.2_chr01G07280	synteny
Soltu.DM.01G008360	DM8.2_chr01G07290	synteny
Soltu.DM.01G008370	-	-
Soltu.DM.01G008430	DM8.2_chr01G07330	synteny
Soltu.DM.01G008440	-	-
Soltu.DM.01G008470	DM8.2_chr01G07340	synteny
Soltu.DM.01G008480	DM8.2_chr01G07350	synteny
Soltu.DM.01G008490	-	-
Soltu.DM.01G008510	DM8.2_chr01G07370	synteny
Soltu.DM.01G008530	DM8.2_chr01G07380	synteny
Soltu.DM.01G008550	DM8.2_chr01G07400	synteny
Soltu.DM.01G008560	-	-
Soltu.DM.01G008570	DM8.2_chr01G07430	synteny
Soltu.DM.01G008580	-	-
Soltu.DM.01G008620	-	-
Soltu.DM.01G008650	-	-
Soltu.DM.01G008660	-	-
Soltu.DM.01G008670	-	-
Soltu.DM.01G008680	-	-
Soltu.DM.01G008700	-	-
Soltu.DM.01G008710	DM8.2_chr01G07980	(identity: 95.22%)
Soltu.DM.01G008720	-	-
Soltu.DM.01G008730	-	-
Soltu.DM.01G008740	DM8.2_chr01G07540	synteny
Soltu.DM.01G008760	DM8.2_chr01G07440	synteny
Soltu.DM.01G008790	-	-
Soltu.DM.01G008800	DM8.2_chr01G07550	synteny
Soltu.DM.01G008840	DM8.2_chr01G07560	synteny
Soltu.DM.01G008850	DM8.2_chr01G07570	synteny
Soltu.DM.01G008860	DM8.2_chr01G07580	synteny
Soltu.DM.01G008870	DM8.2_chr01G07600	synteny
Soltu.DM.01G008900	DM8.2_chr01G07620	synteny
Soltu.DM.01G008920	-	-
Soltu.DM.01G008950	-	-
Soltu.DM.01G008970	-	-
Soltu.DM.01G008980	DM8.2_chr01G07630	synteny
Soltu.DM.01G008990	-	-
Soltu.DM.01G009010	-	-
Soltu.DM.01G009020	-	-
Soltu.DM.01G009030	-	-
Soltu.DM.01G009060	-	-
Soltu.DM.01G009070	-	-
Soltu.DM.01G009080	-	-
Soltu.DM.01G009090	-	-
Soltu.DM.01G009100	-	-
Soltu.DM.01G009110	-	-
Soltu.DM.01G009120	-	-
Soltu.DM.01G009130	DM8.2_chr01G07680	synteny
Soltu.DM.01G009140	DM8.2_chr01G07700	synteny
Soltu.DM.01G009150	DM8.2_chr01G07710	synteny
Soltu.DM.01G009170	DM8.2_chr01G07720	synteny
Soltu.DM.01G009180	DM8.2_chr01G07750	synteny
Soltu.DM.01G009200	DM8.2_chr01G07770	synteny
Soltu.DM.01G009210	DM8.2_chr01G07780	synteny
Soltu.DM.01G009220	DM8.2_chr01G07800	synteny
Soltu.DM.01G009230	DM8.2_chr01G07820	synteny
Soltu.DM.01G009260	-	-
Soltu.DM.01G009280	DM8.2_chr01G07840	synteny
Soltu.DM.01G009290	-	-
Soltu.DM.01G009300	DM8.2_chr01G07850	synteny
Soltu.DM.01G009310	-	-
Soltu.DM.01G009320	-	-
Soltu.DM.01G009330	DM8.2_chr01G07870	synteny
Soltu.DM.01G009340	DM8.2_chr01G07880	synteny
Soltu.DM.01G009350	-	-
Soltu.DM.01G009360	DM8.2_chr01G07890	synteny
Soltu.DM.01G009370	DM8.2_chr01G07900	synteny
Soltu.DM.01G009380	DM8.2_chr01G07910	synteny
Soltu.DM.01G009390	DM8.2_chr01G07920	synteny
Soltu.DM.01G009400	DM8.2_chr01G07930	synteny
Soltu.DM.01G009410	DM8.2_chr01G07940	synteny
Soltu.DM.01G009430	DM8.2_chr01G07950	synteny
Soltu.DM.01G009440	-	-
Soltu.DM.01G009450	DM8.2_chr01G08170	synteny
Soltu.DM.01G009460	-	-
Soltu.DM.01G009470	DM8.2_chr01G08080	synteny
Soltu.DM.01G009480	-	-
Soltu.DM.01G009500	-	-
Soltu.DM.01G009510	-	-
Soltu.DM.01G009520	-	-
Soltu.DM.01G009530	-	-
Soltu.DM.01G009550	-	-
Soltu.DM.01G009580	DM8.2_chr01G07980	synteny
Soltu.DM.01G009610	-	-
Soltu.DM.01G009620	-	-
Soltu.DM.01G009630	-	-
Soltu.DM.01G009640	-	-
Soltu.DM.01G009650	DM8.2_chr01G08080	(identity: 91.67%)
Soltu.DM.01G009660	-	-
Soltu.DM.01G009670	-	-
Soltu.DM.01G009680	-	-
Soltu.DM.01G009690	-	-
Soltu.DM.01G009700	-	-
Soltu.DM.01G009710	-	-
Soltu.DM.01G009720	-	-
Soltu.DM.01G009730	-	-
Soltu.DM.01G009740	-	-
Soltu.DM.01G009770	-	-
Soltu.DM.01G009790	-	-
Soltu.DM.01G009800	-	-
Soltu.DM.01G009810	-	-
Soltu.DM.01G009820	-	-
Soltu.DM.01G009830	-	-
Soltu.DM.01G009840	-	-
Soltu.DM.01G009850	-	-
Soltu.DM.01G009860	-	-
Soltu.DM.01G009870	DM8.2_chr01G08210	synteny
Soltu.DM.01G009880	DM8.2_chr01G08220	synteny
Soltu.DM.01G009900	DM8.2_chr01G08250	synteny
Soltu.DM.01G009920	DM8.2_chr01G08260	synteny
Soltu.DM.01G009930	DM8.2_chr01G08270	synteny
Soltu.DM.01G009940	DM8.2_chr01G08280	synteny
Soltu.DM.01G009950	DM8.2_chr01G08290	synteny
Soltu.DM.01G009960	DM8.2_chr01G08300	synteny
Soltu.DM.01G009970	DM8.2_chr01G08310	synteny
Soltu.DM.01G009990	DM8.2_chr01G08330	synteny
Soltu.DM.01G010010	DM8.2_chr01G08350	synteny
Soltu.DM.01G010020	DM8.2_chr01G08360	synteny
Soltu.DM.01G010050	DM8.2_chr01G08430	synteny
Soltu.DM.01G010080	DM8.2_chr01G08460	synteny
Soltu.DM.01G010100	DM8.2_chr01G08480	synteny
Soltu.DM.01G010110	DM8.2_chr01G08490	synteny
Soltu.DM.01G010120	DM8.2_chr01G08510	synteny
Soltu.DM.01G010200	-	-
Soltu.DM.01G010230	-	-
Soltu.DM.01G010240	DM8.2_chr01G08550	synteny
Soltu.DM.01G010250	DM8.2_chr01G08560	synteny
Soltu.DM.01G010270	DM8.2_chr04G15040	(identity: 100.0%)
Soltu.DM.01G010280	DM8.2_chr01G08640	synteny
Soltu.DM.01G010290	-	-
Soltu.DM.01G010300	DM8.2_chr01G08650	synteny
Soltu.DM.01G010310	DM8.2_chr10G17140	(identity: 95.65%)
Soltu.DM.01G010320	DM8.2_chr04G15120	(identity: 99.38%)
Soltu.DM.01G010330	-	-
Soltu.DM.01G010340	DM8.2_chr04G08910	(identity: 95.52%)
Soltu.DM.01G010350	DM8.2_chr01G08740	synteny
Soltu.DM.01G010360	DM8.2_chr01G08770	synteny
Soltu.DM.01G010370	DM8.2_chr01G08780	synteny
Soltu.DM.01G010410	-	-
Soltu.DM.01G010420	-	-
Soltu.DM.01G010430	DM8.2_chr01G08830	synteny
Soltu.DM.01G010440	-	-
Soltu.DM.01G010480	-	-
Soltu.DM.01G010490	DM8.2_chr01G08880	synteny
Soltu.DM.01G010500	-	-
Soltu.DM.01G010510	-	-
Soltu.DM.01G010530	DM8.2_chr01G08930	synteny
Soltu.DM.01G010540	DM8.2_chr01G08910	synteny
Soltu.DM.01G010560	DM8.2_chr01G08940	synteny
Soltu.DM.01G010570	DM8.2_chr01G08950	synteny
Soltu.DM.01G010580	DM8.2_chr01G08970	synteny
Soltu.DM.01G010600	-	-
Soltu.DM.01G010610	-	-
Soltu.DM.01G010620	-	-
Soltu.DM.01G010630	DM8.2_chr01G09020	synteny
Soltu.DM.01G010640	DM8.2_chr01G09030	synteny
Soltu.DM.01G010650	-	-
Soltu.DM.01G010660	DM8.2_chr01G09060	synteny
Soltu.DM.01G010680	-	-
Soltu.DM.01G010690	DM8.2_chr01G09050	synteny
Soltu.DM.01G010720	DM8.2_chr01G09130	synteny
Soltu.DM.01G010730	-	-
Soltu.DM.01G010740	DM8.2_chr01G09150	synteny
Soltu.DM.01G010750	DM8.2_chr01G09160	synteny
Soltu.DM.01G010760	DM8.2_chr01G09170	synteny
Soltu.DM.01G010800	DM8.2_chr01G09190	synteny
Soltu.DM.01G010820	DM8.2_chr01G09230	synteny
Soltu.DM.01G010830	-	-
Soltu.DM.01G010850	-	-
Soltu.DM.01G010860	-	-
Soltu.DM.01G010870	-	-
Soltu.DM.01G010880	-	-
Soltu.DM.01G010900	-	-
Soltu.DM.01G010910	-	-
Soltu.DM.01G010920	-	-
Soltu.DM.01G010930	-	-
Soltu.DM.01G010980	-	-
Soltu.DM.01G011020	-	-
Soltu.DM.01G011030	DM8.2_chr01G09290	synteny
Soltu.DM.01G011040	-	-
Soltu.DM.01G011060	-	-
Soltu.DM.01G011070	-	-
Soltu.DM.01G011080	-	-
Soltu.DM.01G011090	-	-
Soltu.DM.01G011100	-	-
Soltu.DM.01G011110	-	-
Soltu.DM.01G011120	-	-
Soltu.DM.01G011130	DM8.2_chr01G09390	synteny
Soltu.DM.01G011140	DM8.2_chr01G09400	synteny
Soltu.DM.01G011150	DM8.2_chr01G09420	synteny
Soltu.DM.01G011160	-	-
Soltu.DM.01G011170	DM8.2_chr01G09430	synteny
Soltu.DM.01G011180	-	-
Soltu.DM.01G011230	-	-
Soltu.DM.01G011240	DM8.2_chr01G13210	(identity: 91.51%)
Soltu.DM.01G011260	-	-
Soltu.DM.01G011290	-	-
Soltu.DM.01G011310	DM8.2_chr01G09470	synteny
Soltu.DM.01G011330	-	-
Soltu.DM.01G011350	-	-
Soltu.DM.01G011400	DM8.2_chr01G09520	synteny
Soltu.DM.01G011420	DM8.2_chr01G09570	synteny
Soltu.DM.01G011430	DM8.2_chr01G09580	synteny
Soltu.DM.01G011440	-	-
Soltu.DM.01G011450	DM8.2_chr01G09590	synteny
Soltu.DM.01G011500	DM8.2_chr01G09630	synteny
Soltu.DM.01G011520	DM8.2_chr01G09660	synteny
Soltu.DM.01G011540	DM8.2_chr01G09670	synteny
Soltu.DM.01G011570	DM8.2_chr01G09680	synteny
Soltu.DM.01G011640	DM8.2_chr01G09750	synteny
Soltu.DM.01G011650	DM8.2_chr01G09760	synteny
Soltu.DM.01G011670	DM8.2_chr01G09780	synteny
Soltu.DM.01G011730	DM8.2_chr01G09840	synteny
Soltu.DM.01G011740	DM8.2_chr01G09850	synteny
Soltu.DM.01G011750	DM8.2_chr01G09860	synteny
Soltu.DM.01G011760	DM8.2_chr01G09870	synteny
Soltu.DM.01G011770	-	-
Soltu.DM.01G011830	DM8.2_chr01G09880	synteny
Soltu.DM.01G011860	-	-
Soltu.DM.01G011900	DM8.2_chr01G09990	synteny
Soltu.DM.01G011910	DM8.2_chr01G10010	synteny
Soltu.DM.01G011920	DM8.2_chr01G10020	synteny
Soltu.DM.01G011970	-	-
Soltu.DM.01G012010	-	-
Soltu.DM.01G012040	-	-
Soltu.DM.01G012060	DM8.2_chr01G10130	synteny
Soltu.DM.01G012070	DM8.2_chr01G10150	synteny
Soltu.DM.01G012100	DM8.2_chr01G10110	synteny
Soltu.DM.01G012110	-	-
Soltu.DM.01G012120	DM8.2_chr01G10210	synteny
Soltu.DM.01G012130	-	-
Soltu.DM.01G012140	DM8.2_chr01G10230	synteny
Soltu.DM.01G012150	-	-
Soltu.DM.01G012180	DM8.2_chr01G10240	synteny
Soltu.DM.01G012210	DM8.2_chr01G10260	synteny
Soltu.DM.01G012220	DM8.2_chr01G10270	synteny
Soltu.DM.01G012230	-	-
Soltu.DM.01G012260	DM8.2_chr12G12300	(identity: 90.28%)
Soltu.DM.01G012270	DM8.2_chr01G10320	synteny
Soltu.DM.01G012280	DM8.2_chr01G10330	synteny
Soltu.DM.01G012300	-	-
Soltu.DM.01G012320	-	-
Soltu.DM.01G012340	-	-
Soltu.DM.01G012370	-	-
Soltu.DM.01G012380	-	-
Soltu.DM.01G012390	DM8.2_chr01G10430	synteny
Soltu.DM.01G012400	-	-
Soltu.DM.01G012440	-	-
Soltu.DM.01G012470	DM8.2_chr01G10470	synteny
Soltu.DM.01G012500	-	-
Soltu.DM.01G012530	DM8.2_chr01G10520	synteny
Soltu.DM.01G012540	-	-
Soltu.DM.01G012550	-	-
Soltu.DM.01G012570	DM8.2_chr01G10160	synteny
Soltu.DM.01G012600	-	-
Soltu.DM.01G012610	DM8.2_chr01G10600	synteny
Soltu.DM.01G012620	-	-
Soltu.DM.01G012640	-	-
Soltu.DM.01G012650	-	-
Soltu.DM.01G012660	DM8.2_chr01G10720	synteny
Soltu.DM.01G012700	DM8.2_chr01G10640	synteny
Soltu.DM.01G012720	DM8.2_chr01G10660	synteny
Soltu.DM.01G012730	-	-
Soltu.DM.01G012740	DM8.2_chr01G10670	synteny
Soltu.DM.01G012750	DM8.2_chr01G10680	synteny
Soltu.DM.01G012790	-	-
Soltu.DM.01G012800	-	-
Soltu.DM.01G012810	DM8.2_chr01G10730	synteny
Soltu.DM.01G012820	DM8.2_chr01G10740	synteny
Soltu.DM.01G012830	-	-
Soltu.DM.01G012920	DM8.2_chr07G23210	(identity: 96.1%)
Soltu.DM.01G012970	DM8.2_chr01G10830	synteny
Soltu.DM.01G012990	-	-
Soltu.DM.01G013000	DM8.2_chr01G10870	synteny
Soltu.DM.01G013010	DM8.2_chr01G10880	synteny
Soltu.DM.01G013020	-	-
Soltu.DM.01G013060	-	-
Soltu.DM.01G013070	DM8.2_chr01G10940	synteny
Soltu.DM.01G013080	DM8.2_chr01G10930	synteny
Soltu.DM.01G013090	DM8.2_chr01G11040	synteny
Soltu.DM.01G013250	-	-
Soltu.DM.01G013260	DM8.2_chr01G11120	synteny
Soltu.DM.01G013270	-	-
Soltu.DM.01G013290	DM8.2_chr01G11140	synteny
Soltu.DM.01G013300	DM8.2_chr01G11170	synteny
Soltu.DM.01G013320	DM8.2_chr01G11200	synteny
Soltu.DM.01G013330	-	-
Soltu.DM.01G013350	DM8.2_chr01G11230	synteny
Soltu.DM.01G013380	-	-
Soltu.DM.01G013390	-	-
Soltu.DM.01G013400	DM8.2_chr01G11260	synteny
Soltu.DM.01G013410	DM8.2_chr01G11270	synteny
Soltu.DM.01G013420	-	-
Soltu.DM.01G013430	-	-
Soltu.DM.01G013440	-	-
Soltu.DM.01G013450	-	-
Soltu.DM.01G013460	DM8.2_chr01G11290	synteny
Soltu.DM.01G013530	DM8.2_chr01G11350	synteny
Soltu.DM.01G013540	-	-
Soltu.DM.01G013550	DM8.2_chr01G11380	synteny
Soltu.DM.01G013570	-	-
Soltu.DM.01G013580	DM8.2_chr01G11400	synteny
Soltu.DM.01G013590	-	-
Soltu.DM.01G013600	DM8.2_chr01G11410	synteny
Soltu.DM.01G013610	-	-
Soltu.DM.01G013620	-	-
Soltu.DM.01G013630	DM8.2_chr01G11440	synteny
Soltu.DM.01G013660	DM8.2_chr01G11450	synteny
Soltu.DM.01G013670	-	-
Soltu.DM.01G013680	DM8.2_chr01G11460	synteny
Soltu.DM.01G013690	-	-
Soltu.DM.01G013710	-	-
Soltu.DM.01G013720	DM8.2_chr01G11490	synteny
Soltu.DM.01G013730	DM8.2_chr01G11510	synteny
Soltu.DM.01G013740	-	-
Soltu.DM.01G013760	-	-
Soltu.DM.01G013770	DM8.2_chr01G11560	synteny
Soltu.DM.01G013810	DM8.2_chr01G11600	synteny
Soltu.DM.01G013820	DM8.2_chr01G11610	synteny
Soltu.DM.01G013830	DM8.2_chr01G11620	synteny
Soltu.DM.01G013840	DM8.2_chr01G11630	synteny
Soltu.DM.01G013850	DM8.2_chr01G11640	synteny
Soltu.DM.01G013860	DM8.2_chr01G11650	synteny
Soltu.DM.01G013870	-	-
Soltu.DM.01G013880	-	-
Soltu.DM.01G013890	-	-
Soltu.DM.01G013910	-	-
Soltu.DM.01G013940	DM8.2_chr01G11660	synteny
Soltu.DM.01G013960	DM8.2_chr01G11670	synteny
Soltu.DM.01G013970	DM8.2_chr01G11680	synteny
Soltu.DM.01G013980	-	-
Soltu.DM.01G014000	-	-
Soltu.DM.01G014010	DM8.2_chr01G11810	synteny
Soltu.DM.01G014020	DM8.2_chr01G11740	synteny
Soltu.DM.01G014030	-	-
Soltu.DM.01G014040	-	-
Soltu.DM.01G014050	-	-
Soltu.DM.01G014120	DM8.2_chr01G11780	synteny
Soltu.DM.01G014130	DM8.2_chr01G11790	synteny
Soltu.DM.01G014140	-	-
Soltu.DM.01G014160	DM8.2_chr01G11750	synteny
Soltu.DM.01G014170	-	-
Soltu.DM.01G014180	-	-
Soltu.DM.01G014190	DM8.2_chr01G11820	synteny
Soltu.DM.01G014210	-	-
Soltu.DM.01G014230	DM8.2_chr01G11840	synteny
Soltu.DM.01G014240	-	-
Soltu.DM.01G014260	-	-
Soltu.DM.01G014280	-	-
Soltu.DM.01G014290	DM8.2_chr01G11870	synteny
Soltu.DM.01G014320	-	-
Soltu.DM.01G014330	DM8.2_chr01G11890	synteny
Soltu.DM.01G014340	DM8.2_chr01G11900	synteny
Soltu.DM.01G014360	-	-
Soltu.DM.01G014410	-	-
Soltu.DM.01G014420	DM8.2_chr01G11910	synteny
Soltu.DM.01G014430	-	-
Soltu.DM.01G014440	-	-
Soltu.DM.01G014450	DM8.2_chr01G11930	synteny
Soltu.DM.01G014460	DM8.2_chr01G11940	synteny
Soltu.DM.01G014480	-	-
Soltu.DM.01G014500	DM8.2_chr01G11970	synteny
Soltu.DM.01G014510	-	-
Soltu.DM.01G014530	-	-
Soltu.DM.01G014580	DM8.2_chr01G12070	synteny
Soltu.DM.01G014600	-	-
Soltu.DM.01G014610	DM8.2_chr01G12140	synteny
Soltu.DM.01G014620	DM8.2_chr01G12160	synteny
Soltu.DM.01G014630	DM8.2_chr01G12180	synteny
Soltu.DM.01G014640	DM8.2_chr06G15920	(identity: 96.98%)
Soltu.DM.01G014670	DM8.2_chr01G12210	synteny
Soltu.DM.01G014680	-	-
Soltu.DM.01G014690	-	-
Soltu.DM.01G014700	DM8.2_chr01G12250	synteny
Soltu.DM.01G014730	DM8.2_chr01G12260	synteny
Soltu.DM.01G014740	DM8.2_chr01G12270	synteny
Soltu.DM.01G014900	DM8.2_chr01G12300	synteny
Soltu.DM.01G014950	DM8.2_chr01G12340	synteny
Soltu.DM.01G014960	-	-
Soltu.DM.01G014970	DM8.2_chr01G12350	synteny
Soltu.DM.01G015000	DM8.2_chr01G12370	synteny
Soltu.DM.01G015010	-	-
Soltu.DM.01G015070	DM8.2_chr01G12480	synteny
Soltu.DM.01G015090	DM8.2_chr01G12490	synteny
Soltu.DM.01G015110	DM8.2_chr01G12520	synteny
Soltu.DM.01G015130	-	-
Soltu.DM.01G015160	-	-
Soltu.DM.01G015190	DM8.2_chr01G12550	synteny
Soltu.DM.01G015210	DM8.2_chr01G12560	synteny
Soltu.DM.01G015220	-	-
Soltu.DM.01G015230	DM8.2_chr01G12570	synteny
Soltu.DM.01G015240	DM8.2_chr01G12600	synteny
Soltu.DM.01G015250	-	-
Soltu.DM.01G015310	DM8.2_chr01G12630	synteny
Soltu.DM.01G015330	-	-
Soltu.DM.01G015340	DM8.2_chr01G12640	synteny
Soltu.DM.01G015380	DM8.2_chr01G12670	synteny
Soltu.DM.01G015420	DM8.2_chr05G13960	(identity: 97.92%)
Soltu.DM.01G015430	DM8.2_chr01G12680	synteny
Soltu.DM.01G015450	-	-
Soltu.DM.01G015470	DM8.2_chr01G12700	synteny
Soltu.DM.01G015480	-	-
Soltu.DM.01G015500	-	-
Soltu.DM.01G015510	-	-
Soltu.DM.01G015560	-	-
Soltu.DM.01G015570	-	-
Soltu.DM.01G015600	-	-
Soltu.DM.01G015620	DM8.2_chr01G12800	synteny
Soltu.DM.01G015670	-	-
Soltu.DM.01G015690	-	-
